Kinase Uniprot ID	Kinase Name	Mean Specificity Score	Mean Significance Score	Mean Final Score	Median Final score	Mean Kinase Statistic	Median Kinase Statistic	SD Kinase Statitistic	Mean peptide set size
P06239	Lck	1.81615119250545	1.0268721464003	2.84302333890575	2.771599641297	4.0607301799798	4.03184534707474	0.130690991722439	29.3333333333333
P07948	Lyn	1.53977338507556	1.0268721464003	2.56664553147586	2.5217221680804	4.17228797387663	4.17930589628507	0.0494776120308198	21.5555555555556
Q04912	Ron	1.06726191136279	1.0268721464003	2.09413405776309	2.49539322935805	4.73382403235812	5.31054836859964	1.7260569269944	7.55555555555556
P42685	FRK	1.30129358937375	1.0268721464003	2.32816573577405	2.34563090902471	3.51751471730723	3.48467996830679	0.100069595812256	51.1111111111111
P00519	Abl	1.33308417102479	1.0268721464003	2.35995631742509	2.29447838657733	3.55827351981388	3.59346670550839	0.164335016274629	51.4444444444444
Q06418	Tyro3/Sky	1.12493893252533	1.0268721464003	2.15181107892563	2.19436323369407	3.56594435332433	3.59884986061097	0.317332009185079	44.6666666666667
P12931	Src	0.993822855471222	1.0268721464003	2.02069500187152	2.07262963696098	3.48708651812912	3.50772816077765	0.0761450345722745	40.7777777777778
P16234	PDGFR[alpha]	0.910088943671526	1.0268721464003	1.93696109007183	2.06308431905475	4.47805184020013	4.90938696733425	0.8660822038145	5.44444444444444
P42684	Arg	0.959023700507211	1.0268721464003	1.98589584690751	1.96996729506383	3.43629062529306	3.50799032096131	0.239697882151929	49.5555555555556
P06241	Fyn	1.0413039269391	1.0268721464003	2.0681760733394	1.94769090035268	4.04663398411923	4.08619886283585	0.43617670882684	15.6666666666667
P51451	BLK	0.973786418604909	1.0268721464003	2.00065856500521	1.90629821519445	3.80907732478161	3.72863937275427	0.385730531321942	21.7777777777778
Q9H3Y6	Srm	0.769274464644838	1.0268721464003	1.79614661104514	1.7863228981177	3.35948385211218	3.3914113249681	0.0691346329816362	42.2222222222222
P54760	EphB4	0.723690223530119	1.0268721464003	1.75056236993042	1.75056236993042	4.48246463132796	4.48246463132796	0	3
P09769	Fgr	0.715313478376394	1.0268721464003	1.7421856247767	1.72152077695368	4.07951112062029	4.04796860929256	0.466923956390786	7.11111111111111
P16591	Fer	0.648059164396908	1.0268721464003	1.67493131079721	1.6844494655781	3.57865140374128	3.5584291689702	0.502086620711456	15.1111111111111
P42680	TEC	0.674308250292527	1.0268721464003	1.70118039669283	1.6466609046887	3.22955779764916	3.24272848115094	0.327044723162657	39.2222222222222
P07949	Ret	0.640897915573231	1.0268721464003	1.66777006197353	1.64305678041987	3.51230500799077	3.51035540418251	0.128217987888711	17.5555555555556
