Barcode	Peptide	LFC	totalMeanLFC
710230503	ACM5_494_506	-0.205225138	-0.003137005
710230503	ACM5_494_506	0.272780446	-0.003137005
710230503	ACM5_498_510	-0.129283017	0.082591342
710230503	ACM5_498_510	0.35614381	0.082591342
710230503	ADRB2_338_350	-0.647299147	-0.688181925
710230503	ADRB2_338_350	-0.578815819	-0.688181925
710230503	ANDR_785_797	-1.697861358	-1.470764897
710230503	ANDR_785_797	-1.360665395	-1.470764897
710230503	ANXA1_209_221	-2.384388527	-2.037536814
710230503	ANXA1_209_221	-1.862433088	-2.037536814
710230503	BAD_112_124	-1.456793207	-1.161260274
710230503	BAD_112_124	-0.995143892	-1.161260274
710230503	BAD_69_81	-2.015213094	-1.70123254
710230503	BAD_69_81	-1.596995056	-1.70123254
710230503	BAD_93_105	-0.037062094	0.001941388
710230503	BAD_93_105	0.108657064	0.001941388
710230503	CAC1C_1974_1986	-0.587778582	-0.606713024
710230503	CAC1C_1974_1986	-0.504974726	-0.606713024
710230503	CDN1A_139_151	-0.571886653	-0.409068188
710230503	CDN1A_139_151	-0.177092367	-0.409068188
710230503	CENPA_1_14	-1.756250173	-1.570548339
710230503	CENPA_1_14	-1.366674478	-1.570548339
710230503	CFTR_730_742	-0.581530221	-0.613503921
710230503	CFTR_730_742	-0.468905048	-0.613503921
710230503	CGHB_109_121	-1.176217169	-1.107247499
710230503	CGHB_109_121	-0.995312023	-1.107247499
710230503	CREB1_126_138	-0.53418884	-0.522324334
710230503	CREB1_126_138	-0.307649466	-0.522324334
710230503	CSF1R_701_713	-1.129503748	-0.876325168
710230503	CSF1R_701_713	-0.668183288	-0.876325168
710230503	DESP_2842_2854	-1.083311111	-1.085548309
710230503	DESP_2842_2854	-0.982167382	-1.085548309
710230503	E1A_ADE05_212_224	-0.912084707	-0.815968344
710230503	E1A_ADE05_212_224	-0.621675061	-0.815968344
710230503	EPB42_241_253	-0.667204658	-0.675590201
710230503	EPB42_241_253	-0.529613408	-0.675590201
710230503	ERBB2_679_691	-1.361500386	-1.052965937
710230503	ERBB2_679_691	-0.911500158	-1.052965937
710230503	ESR1_160_172	-1.17375405	-0.978475064
710230503	ESR1_160_172	-0.812143514	-0.978475064
710230503	FOXO3_25_37	-0.09880501	0.220137984
710230503	FOXO3_25_37	0.73926288	0.220137984
710230503	FRAP_2443_2455	-3.158913365	-2.583849366
710230503	FRAP_2443_2455	-2.117026337	-2.583849366
710230503	GPR6_349_361	-3.365447589	-2.95492405
710230503	GPR6_349_361	-2.425305835	-2.95492405
710230503	GPSM2_394_406	-1.295034242	-1.008583325
710230503	GPSM2_394_406	-0.747059224	-1.008583325
710230503	GYS2_1_13	-1.496102569	-1.169549922
710230503	GYS2_1_13	-0.980634675	-1.169549922
710230503	H2B1B_ 27_40	-2.711589031	-2.351918936
710230503	H2B1B_ 27_40	-2.166044416	-2.351918936
710230503	K6PL_766_778	-1.12461679	-0.987123361
710230503	K6PL_766_778	-0.892165823	-0.987123361
710230503	KAP2_92_104	-0.357496871	-0.401959614
710230503	KAP2_92_104	-0.340850189	-0.401959614
710230503	KAP3_107_119	-0.221448837	-0.398735561
710230503	KAP3_107_119	-0.266689539	-0.398735561
