Kinase Uniprot ID	Kinase Name	Mean Specificity Score	Mean Significance Score	Mean Final Score	Median Final score	Mean Kinase Statistic	Median Kinase Statistic	SD Kinase Statitistic	Mean peptide set size
P17252	PKC[alpha]	2.91353874995737	1	3.91353874995737	4	3.4033412730786	3.2531804347277	0.198129823373996	24.1111111111111
P17612	PKA[alpha]	2.91353874995737	1	3.91353874995737	4	2.87994246637735	2.82305277301066	0.102944879198095	44.8888888888889
Q05655	PKC[delta]	3	1	4	4	3.92175144436458	3.94851436305214	0.0884576214692976	18
P05129	PKC[gamma]	2.48592113083251	1	3.48592113083251	3.69897000433602	4.05519507756518	4.15052304569114	0.272858087038813	11.4444444444444
P05771	PKC[beta]	2.47614833412638	1	3.47614833412638	3.52287874528034	4.65394161626893	4.65394161626893	0	7
P24723	PKC[eta]	2.53844470147858	1	3.53844470147858	3.52287874528034	4.16921159032024	4.26708614907304	0.449090919275977	11.4444444444444
Q04759	PKC[theta]	2.50959611142238	1	3.50959611142238	3.52287874528034	3.59911256185053	3.56118433571879	0.0795832759001487	17.3333333333333
Q13976	PKG1	2.46223833504424	1	3.46223833504424	3.30102999566398	2.98923926415821	2.96512364050362	0.0780294387649073	35.2222222222222
Q02156	PKC[epsilon]	1.95199673293138	1	2.95199673293138	3.04575749056068	3.46516622553962	3.47228088358295	0.191927610491804	15.8888888888889
P41743	PKC[iota]	1.51375143531459	1	2.51375143531459	2.82390874094432	3.46890506475294	3.64127382643617	0.285666861550742	10.8888888888889
Q9P1W9	Pim2	1.52434482965414	1	2.52434482965414	2.79588001734407	2.80426835447201	2.85043949818444	0.0974597717463363	32.2222222222222
Q9HBY8	SGK2	1.39691119217674	1	2.39691119217674	2.63827216398241	3.20007786472569	3.27253361773258	0.366415493043434	13.1111111111111
Q05513	PKC[zeta]	1.58570713207006	1	2.58570713207006	2.58502665202918	3.93316511337777	3.97768109244294	0.0935228879082355	7.33333333333333
O75116	ROCK2	1.29531605742768	1	2.29531605742768	2.48148606012211	3.94397056799691	4.01988417276159	0.6676495359292	4.6
P11309	Pim1	1.3013216551852	1	2.3013216551852	2.30102999566398	2.56329349720836	2.5575685755327	0.0280417702509156	51.8888888888889
Q9UIK4	DAPK2	1.27504675558474	1	2.27504675558474	2.27572413039921	4.62707613286185	4.62707613286185	0	3
Q13237	PKG2	1.26814236474744	1	2.26814236474744	2.08618614761628	2.7641148573348	2.71592129159894	0.11309738336434	31.6666666666667
P31751	Akt2/PKB[beta]	0.962779250441669	1	1.96277925044167	1.96657624451305	2.80387142463575	2.83624896889417	0.128793092160375	22
P51817	PRKX	1.16316076791431	1	2.16316076791431	1.94309514866353	2.76259985053382	2.77776039356386	0.0828526060552516	27.8888888888889
P68400	CK2[alpha]1	0.924580321100023	1	1.92458032110002	1.93554201077308	3.81309662410529	3.81309662410529	0	3
Q86V86	Pim3	0.982334241575806	1	1.98233424157581	1.92811799269387	2.54033561353841	2.5404421874914	0.0495646431143607	48
Q9UBS0	p70S6K[beta]	0.937432518768354	1	1.93743251876835	1.84466396253494	2.77731679055472	2.71966859987599	0.11462276792506	22.5555555555556
P31749	Akt1/PKB[alpha]	0.814782241863171	1	1.81478224186317	1.82681373158773	2.69092660332416	2.70902080842415	0.066356311867596	24.4444444444444
Q15131	CDK10	0.795844415384368	1	1.79584441538437	1.77728352885242	3.22981804362716	3.14218867832617	0.318022029092378	5
Q15349	RSK1/p90RSK	0.764156108166426	1	1.76415610816643	1.76447155309245	3.19973629776819	3.19973629776819	0	5
Q9UHD2	TBK1	0.794183423317317	1	1.79418342331732	1.7619538968712	3.44196842892928	3.28091737131132	0.220528242918554	3.6
