Kinase Uniprot ID	Kinase Name	Mean Specificity Score	Mean Significance Score	Mean Final Score	Median Final score	Mean Kinase Statistic	Median Kinase Statistic	SD Kinase Statitistic	Mean peptide set size
Q8NI60	ADCK3	2.27244761020586	0.392464581800047	2.66491219200591	2.94884747755262	-0.334029910573354	-0.366468453116368	0.072080318021798	7.11111111111111
P10398	ARAF	2.39613063374795	0.585690816647523	2.98182145039547	2.89279003035213	-0.54760580545926	-0.54760580545926	0	4
P15056	BRAF	2.28550450101488	0.615176943945333	2.90068144496022	2.85263289220621	-0.546575452615415	-0.54760580545926	0.0630628223462258	3.88888888888889
Q13153	PAK1	1.95390623234135	0.459240254752606	2.41314648709396	2.423313194799	-0.440574149112639	-0.440574149112639	0	5
P04049	RAF1	1.96730333580867	0.374551040443855	2.34185437625252	2.19145144875959	-0.342181204816265	-0.37342388937617	0.0374842384082823	7.22222222222222
O60285	NuaK1	1.40933274541845	0.63570931170528	2.04504205712373	2.06818629604086	-0.521134123148992	-0.521134123148992	0	3
Q00537	PCTAIRE2	1.29651397887231	0.443754532458946	1.74026851133126	1.75387087433656	-0.346195506313068	-0.330755642852635	0.0345245842608428	3.2
P16066	ANP[alpha]	1.50923295366815	0.265079263421078	1.77431221708922	1.74112337062787	-0.169628001597575	-0.165354985196657	0.0066875406404623	21.4444444444444
P49137	MAPKAPK2	1.15753331834421	0.264301502520299	1.42183482086451	1.64305678041987	-0.134632303780785	-0.1467827195076	0.0368183012738687	25.1111111111111
Q16644	MAPKAPK3	1.40381397311057	0.28731544616426	1.69112941927483	1.60223374387355	-0.143965668703319	-0.13656069038289	0.0214599096305773	28.8888888888889
Q15349	RSK1/p90RSK	1.32227756570577	0.28731544616426	1.60959301187003	1.59631337687754	-0.310380109878348	-0.310380109878348	0	6
Q15418	RSK3	1.29455320928925	0.28731544616426	1.58186865545351	1.57813294408128	-0.26227704269274	-0.26227704269274	0	8
Q13464	ROCK1	1.10872873709152	0.319356162201165	1.42808489929269	1.5563302965036	-0.24146910379639	-0.268303265275882	0.0367441888851359	4.4
O75582	MSK1	1.22759561325488	0.28731544616426	1.51491105941914	1.50086300546262	-0.296393285539414	-0.296393285539414	0	6
Q15139	PKD1	1.20267122741664	0.28731544616426	1.4899866735809	1.4947957382625	-0.283353634378859	-0.283353634378859	0	6
P51812	RSK2	1.21282302363168	0.28731544616426	1.50013846979595	1.48298894754416	-0.294086465719445	-0.294086465719445	0	6
P41743	PKC[iota]	1.04337129337071	0.28731544616426	1.33068673953497	1.45854557125241	-0.19906448634277	-0.20552304651546	0.0492357960276263	10.8888888888889
P23443	p70S6K	1.09075309748378	0.274752087769973	1.36550518525376	1.3138465484438	-0.177818217307585	-0.175427028308426	0.0216136514049922	14.6666666666667
P27361	ERK1	0.858396215427794	0.264830576492621	1.12322679192042	1.23062267392386	-0.178770623531662	-0.195451382696444	0.0425153137294322	6.88888888888889
Q15759	p38[beta]	0.795383100707678	0.201699756754071	0.997082857461749	1.20944040915906	-0.171758463039284	-0.208716489618774	0.0640131797831579	4.33333333333333
O76039	CDKL5	0.92794142882392	0.256182661219052	1.18412409004297	1.16467730806909	-0.200992008753266	-0.217455241731493	0.0225432101790948	3.8
Q04759	PKC[theta]	0.922677396409773	0.269040857263435	1.19171825367321	1.14131244948377	-0.150501465749571	-0.141623173975646	0.0195939865952749	19.1111111111111
O14757	CHK1	0.85176889680846	0.262481048376893	1.11424994518535	1.10028890542886	-0.174955931641793	-0.16861350728395	0.0261110557679198	6
O00141	SGK1	0.87263489891239	0.215361838466184	1.08799673737857	1.08647754042974	-0.199137179642113	-0.199137179642113	0	3
P28482	ERK2	0.858664999471438	0.250468316241051	1.10913331571249	1.06764801720388	-0.177879399454949	-0.161533131187591	0.0457683762077609	6.55555555555556
P50750	CDK9	0.687039879329607	0.197307873722766	0.884347753052373	1.0430635861558	-0.149726069784761	-0.175910127463488	0.0392760865180906	3.66666666666667
O14965	AurA/Aur2	0.774089188426348	0.214984240438873	0.989073428865221	1.00801236129108	-0.17329595385988	-0.176432238965829	0.00940885531784932	3.11111111111111
Q02156	PKC[epsilon]	0.799757519363484	0.247703544276141	1.04746106363962	0.962461954500713	-0.149758954193617	-0.13223407939376	0.0366649483961189	16.6666666666667
Q13164	ERK5	0.713824989775575	0.232412812354768	0.946237802130343	0.938155626375768	-0.14842337088247	-0.138916017314141	0.0130383321233022	5
O75116	ROCK2	0.723728707341863	0.204217972526012	0.927946679867875	0.89283074736845	-0.151087216435111	-0.148508943796845	0.0414941480599366	4.8
P53778	p38[gamma]	0.510502333405529	0.231167348373814	0.741669681779343	0.848672885554593	-0.117780126602592	-0.135742903776398	0.0359255543476112	3.25
Q9P1W9	Pim2	0.885314966812959	0.202408208003061	1.08772317481602	0.838075259778379	-0.121700387302862	-0.109474367174249	0.0276310864118548	32.6666666666667
Q9Y6S9	RSKL2	0.60922193537663	0.191828014312639	0.801049949689269	0.805186865622576	-0.140495146014008	-0.140495146014008	0	3
P50613	CDK7	0.631610637360438	0.180974254366147	0.812584891726585	0.800862156868814	-0.126817558102784	-0.126018139044979	0.00588933233803579	7.55555555555556
P31749	Akt1/PKB[alpha]	0.595201458476362	0.166054555573157	0.76125601404952	0.79887610279262	-0.112050266709267	-0.113813273910157	0.00684549904624661	26.2222222222222
P31751	Akt2/PKB[beta]	0.618632224076447	0.182844664188254	0.801476888264701	0.753412796720083	-0.116751345464976	-0.112619915882147	0.0112559543797658	24
Q16539	MAPK14	0.487261364633504	0.186744146360063	0.674005510993567	0.722590580637939	-0.102271467905979	-0.111338414411488	0.0247325220267683	6.875
O43293	DAPK3	0.576754126063192	0.140861702705469	0.717615828768661	0.717615828768661	-0.125025032639087	-0.125025032639087	NA	3
Q96GD4	AurB/Aur1	0.561469695557795	0.161907312036879	0.723377007594674	0.711815632720722	-0.130957324771873	-0.130957324771873	0	3
P45984	JNK2	0.449548967063206	0.170946846048636	0.620495813111842	0.70515035309143	-0.0941264584403551	-0.104727184851521	0.0271771696924023	8.88888888888889
P06493	CDC2/CDK1	0.636993666579539	0.187458590284482	0.824452256864021	0.704976382929503	-0.133845075553769	-0.114302312993304	0.0744067406707637	5.66666666666667
P45983	JNK1	0.511350958664366	0.202151811291679	0.713502769956046	0.703782495324749	-0.105117058120845	-0.103224301952289	0.00567826850566885	10.8888888888889
P53779	JNK3	0.524569556496582	0.202151811291679	0.726721367788261	0.703782495324749	-0.107009814289402	-0.103224301952289	0.00751164317172507	10.7777777777778
Q15131	CDK10	0.525711335639949	0.155414874968173	0.681126210608123	0.661065647023615	-0.115321874810115	-0.10953536440888	0.0577410896956049	5
Q96Q40	PFTAIRE2	0.602882626196275	0.186258137766144	0.789140763962419	0.631452802432343	-0.130719896954073	-0.102463214724272	0.0432957055201033	4.55555555555556
