Kinase Uniprot ID	Kinase Name	Mean Specificity Score	Mean Significance Score	Mean Final Score	Median Final score	Mean Kinase Statistic	Median Kinase Statistic	SD Kinase Statitistic	Mean peptide set size
P11802	CDK4	2.22184874961636	0.522878745280338	2.74472749489669	2.74472749489669	-0.946506616843688	-0.946506616843688	NA	3
Q16539	MAPK14	1.87170962740321	0.522878745280338	2.39458837268355	2.52506114798156	-0.839934041807257	-0.833595743253198	0.0223056393086641	4.875
P16066	ANP[alpha]	2.1228648017747	0.439586254208138	2.56245105598283	2.49485002168009	-0.672253561311409	-0.665891164311478	0.00873383544341604	18.4444444444444
O14757	CHK1	1.60984490995626	0.508996663434971	2.11884157339123	2.07572071393812	-0.845723057937061	-0.829623251003493	0.0721634794400082	4
P06493	CDC2/CDK1	1.30119042910941	0.522878745280338	1.82406917438975	1.79860287567955	-0.804812652501535	-0.847163557784394	0.0528208591960584	3.85714285714286
O96017	CHK2	1.32273532863649	0.397940008672038	1.72067533730853	1.71669877129645	-0.632288732151806	-0.651146062734672	0.0330065238251325	16.4444444444444
P42345	mTOR/FRAP	0.996508548945791	0.522878745280338	1.51938729422613	1.50584540598156	-0.721051601759368	-0.723484860886812	0.00364988869116567	4.33333333333333
Q16644	MAPKAPK3	1.19554528925117	0.397940008672038	1.5934852979232	1.4294570601181	-0.592430888981706	-0.57486252626367	0.0466578100934076	24.1111111111111
O95819	HGK/ZC1	0.859026563177162	0.522878745280338	1.3819053084575	1.39094240684773	-0.705699749997576	-0.702313593087652	0.0082943566183124	3.83333333333333
Q13535	ATR	0.887823234227482	0.397940008672038	1.28576324289952	1.2839966563652	-0.669090140444891	-0.668580350425813	0.00152937005723434	5.88888888888889
O43930	PRKY	0.888593908348997	0.397940008672038	1.28653391702103	1.24872089601666	-0.646169151415952	-0.67206325115762	0.0440480656893117	9.22222222222222
O15264	p38[delta]	1.00663603930475	0.439586254208138	1.44622229351289	1.2335871528876	-0.674872228729073	-0.652575762500122	0.113827965704102	6.11111111111111
P49137	MAPKAPK2	0.829350738839713	0.397940008672038	1.22729074751175	1.19928292171761	-0.572150532689343	-0.564580064064268	0.0322973371593492	20.3333333333333
P45983	JNK1	0.795996304168021	0.397940008672038	1.19393631284006	1.16241156176449	-0.624006201951363	-0.616132939375541	0.0236197877274662	7.88888888888889
P53779	JNK3	0.831944897130447	0.397940008672038	1.22988490580248	1.16241156176449	-0.631879464527185	-0.616132939375541	0.0312460421735056	7.77777777777778
O76039	CDKL5	0.840256414475078	0.522878745280338	1.36313515975542	1.14086170270547	-0.687085191318673	-0.646245466337084	0.055922096536808	3.8
P48729	CK1[alpha]	0.708465821252651	0.397940008672038	1.10640582992469	1.12842706445412	-0.614777677155853	-0.623256706901025	0.0431806474271502	7
Q96GD4	AurB/Aur1	0.623414995130623	0.397940008672038	1.02135500380266	1.02319166266193	-0.669525868532692	-0.669525868532692	0	3
O14965	AurA/Aur2	0.615163472664702	0.397940008672038	1.01310348133674	1.01412464269161	-0.651698046273907	-0.657726957678379	0.0180867342134176	3.11111111111111
Q13131	AMPK[alpha]1	0.468826653033616	0.354868891779568	0.823695544813184	0.989700043360188	-0.535358278187818	-0.567118233742821	0.0500694936367056	10
Q13153	PAK1	0.566333022495084	0.397940008672038	0.964273031167121	0.955460239607589	-0.605142171727868	-0.605142171727868	0	5
