Kinase Uniprot ID	Kinase Name	Mean Specificity Score	Mean Significance Score	Mean Final Score	Median Final score	Mean Kinase Statistic	Median Kinase Statistic	SD Kinase Statitistic	Mean peptide set size
Q16566	CaMK4	1.51178321399402	1.55543264528652	3.06721585928054	3.03245202378114	-4.8337430474078	-4.83693014002892	0.079034666057365	11.6666666666667
Q9UBS0	p70S6K[beta]	1.39789914678611	1.55543264528652	2.95333179207263	2.81872822844054	-4.57645382058049	-4.62591800264287	0.193768960212793	23.4444444444444
Q9HBY8	SGK2	1.14363717841158	1.55543264528652	2.6990698236981	2.63827216398241	-4.75311725888551	-4.64632597418878	0.360928783937885	13.2222222222222
Q13237	PKG2	1.14553188994374	1.55543264528652	2.70096453523026	2.49593711732131	-4.38466520411618	-4.36796847417611	0.0659986698759508	33.4444444444444
O43930	PRKY	0.986683220729046	1.55543264528652	2.54211586601556	2.48148606012211	-4.70973277310381	-4.82368806561972	0.222503996068731	9.66666666666667
Q13976	PKG1	1.00037164609694	1.55543264528652	2.55580429138346	2.40340290437354	-4.34852540652013	-4.30652911520922	0.0911612293210171	37.8888888888889
O15111	IKK[alpha]	0.728128542931297	1.55543264528652	2.28356118821782	2.33348201944512	-4.76298377286884	-4.83919229319589	0.114312780490569	3.66666666666667
O94921	PFTAIRE1	0.729672558642057	1.54851814888435	2.27819070752641	2.27638016448454	-4.84678844977616	-4.84678844977616	0	3
O43293	DAPK3	0.583359492661719	1.63827216398241	2.22163165664413	2.22163165664413	-4.64248509041512	-4.64248509041512	NA	3
P49674	CK1[epsilon]	0.575118363368933	1.63827216398241	2.21339052735134	2.21339052735134	-4.61860374243495	-4.61860374243495	NA	3
Q13535	ATR	0.610574493675423	1.55543264528652	2.16600713896194	2.17082492608291	-4.5467541081191	-4.54324404548953	0.010530187888713	5.88888888888889
P17612	PKA[alpha]	0.626064119180568	1.55543264528652	2.18149676446709	2.15801519540989	-4.22254152481305	-4.2142621136392	0.0182874125546075	48.4444444444444
Q9UQM7	CaMK2[alpha]	0.620835821341551	1.55543264528652	2.17626846662807	2.14972144748196	-4.74769066927593	-4.74769066927593	0	3
Q14164	IKK[epsilon]	0.526867094115734	1.55543264528652	2.08229973940225	2.09647593552874	-4.51174462681808	-4.5049106904108	0.0135606721569705	4.77777777777778
O96017	CHK2	0.493637898250673	1.55543264528652	2.04907054353719	2.08317771540409	-4.28818219073329	-4.28925164535982	0.0810601701587648	17.4444444444444
Q9UHD2	TBK1	0.466627650689708	1.56134321818103	2.02797086887074	2.0433514207948	-4.51964986621177	-4.51964986621177	0	3
P16066	ANP[alpha]	0.46447703695731	1.55543264528652	2.01990968224383	2.03301397488206	-4.2569112854307	-4.26094225990245	0.0207390016393057	21.4444444444444
P42345	mTOR/FRAP	0.599222973631149	1.55543264528652	2.15465561891767	2.01917883335566	-4.56007103863389	-4.41633906787345	0.215597956140675	4.33333333333333
P48729	CK1[alpha]	0.425364751875795	1.55543264528652	1.98079739716231	1.99774752007946	-4.32480761139418	-4.36557531241876	0.0883020387008469	7
P68400	CK2[alpha]1	0.406581294832825	1.55543264528652	1.96201394011934	1.97191699298216	-4.41172195776076	-4.41172195776076	0	3
O15075	DCAMKL1	0.427021971767358	1.54471991905579	1.97174189082315	1.96537617189356	-4.44384538047277	-4.44384538047277	0	3
P23443	p70S6K	0.400408705759687	1.55543264528652	1.95584135104621	1.95939765988593	-4.20546100085076	-4.29991109324448	0.153750620663957	14.6666666666667
O14965	AurA/Aur2	0.353703385056632	1.55543264528652	1.90913603034315	1.91435271170314	-4.29250409439609	-4.27596159855181	0.0496274875328385	3.11111111111111
Q9UIK4	DAPK2	0.29668911451247	1.55278126565047	1.84947038016294	1.88355830246069	-4.20902878294231	-4.20902878294231	0	3
P51817	PRKX	0.395434994636297	1.55543264528652	1.95086763992282	1.87709635082668	-4.21234299552991	-4.19540680439865	0.130706495167283	29.2222222222222
Q96Q40	PFTAIRE2	0.327766376732802	1.55543264528652	1.88319902201932	1.86979493041893	-4.21974557355219	-4.25631841877563	0.13138061908358	4.55555555555556
P11802	CDK4	0.218963061378868	1.63827216398241	1.85723522536128	1.85723522536128	-3.95564067776903	-3.95564067776903	NA	4
P49137	MAPKAPK2	0.317400412899827	1.55543264528652	1.87283305818635	1.84924356013969	-4.14031310543424	-4.09605899981186	0.172226422456499	25.1111111111111
P17252	PKC[alpha]	0.273923999342155	1.55543264528652	1.82935664462867	1.84551516296795	-4.09198192977231	-4.16762839502247	0.134006664534228	24.6666666666667
Q16644	MAPKAPK3	0.333697517783667	1.55543264528652	1.88913016307019	1.82739706879014	-4.14544166940064	-4.16686079107652	0.0952963600691929	28.8888888888889
O14757	CHK1	0.272608333598101	1.55543264528652	1.82804097888462	1.82304101941309	-4.12926589480986	-4.16308994086331	0.0889447632137839	6
Q05655	PKC[delta]	0.328513057986084	1.55543264528652	1.8839457032726	1.82125320347104	-4.16904041678676	-4.14245898147038	0.0442165277350477	19.8888888888889
Q15139	PKD1	0.245029366978392	1.55543264528652	1.80046201226491	1.8062077697202	-4.09565100177319	-4.09565100177319	0	6
P05129	PKC[gamma]	0.232043388246304	1.55543264528652	1.78747603353282	1.79860287567955	-4.00831099889386	-4.12944080413525	0.306598350780771	11.1111111111111
O95819	HGK/ZC1	0.279224519921527	1.54851814888435	1.82774266880588	1.79155864356143	-4.12282801767084	-4.19773414667936	0.133938380684821	4.57142857142857
Q9P1W9	Pim2	0.238629293566789	1.55543264528652	1.79406193885331	1.7856861025756	-4.10451184090557	-4.11496727193464	0.068546920967647	32.6666666666667
Q96GD4	AurB/Aur1	0.199430678298586	1.54851814888435	1.74794882718294	1.74938485300937	-3.90857808529051	-3.90857808529051	0	3
Q02156	PKC[epsilon]	0.180970645355322	1.55543264528652	1.73640329064184	1.74617756129193	-4.0264419219755	-4.03219786928694	0.0237563834757449	16.6666666666667
O15264	p38[delta]	0.212852710983807	1.55543264528652	1.76828535627033	1.74506541092256	-3.97579984682209	-3.79283595928611	0.286497848368701	7.55555555555556
Q15418	RSK3	0.146789439397023	1.55543264528652	1.70222208468354	1.719694856745	-3.89601373427972	-3.89601373427972	0	8
Q13131	AMPK[alpha]1	0.155477291387264	1.55543264528652	1.71090993667378	1.71309464702763	-3.88578188350028	-4.06040520185268	0.230852725984913	10.7777777777778
Q05513	PKC[zeta]	0.16632272779179	1.55543264528652	1.72175537307831	1.71085716406767	-3.88424374793659	-3.90364905837416	0.163649367092714	6.22222222222222
Q16539	MAPK14	0.241833924624116	1.54013913778907	1.78197306241319	1.70648795564322	-4.0380219648275	-3.80834441374752	0.449110088701913	6.875
P31751	Akt2/PKB[beta]	0.109043426389108	1.55543264528652	1.66447607167563	1.69143558643876	-3.94602116782111	-4.00399603412419	0.122675127069211	24
Q86V86	Pim3	0.132851159095742	1.55543264528652	1.68828380438226	1.69011444033981	-4.06219545312776	-4.09081044620939	0.0674701865872922	46.1111111111111
O75582	MSK1	0.12445953565109	1.55543264528652	1.67989218093761	1.6836102489268	-3.78993528946198	-3.78993528946198	0	6
Q15131	CDK10	0.103571019621647	1.55543264528652	1.65900366490817	1.67970828076044	-3.57851402675969	-3.86946322631504	0.375288500127974	5
P41743	PKC[iota]	0.104502850619197	1.55543264528652	1.65993549590572	1.67547062278801	-3.83282003614474	-3.81941589683159	0.0565405800176669	10.8888888888889
Q15349	RSK1/p90RSK	0.10607436485777	1.55543264528652	1.66150701014429	1.67317276302573	-3.72769918152365	-3.72769918152365	0	6
Q00526	CDK3	0.0961593031000278	1.55543264528652	1.65159194838655	1.66748074862627	-3.63338611738597	-3.69021725766458	0.0793442657690299	5
P24723	PKC[eta]	0.206460170732089	1.55543264528652	1.76189281601861	1.66691562885635	-3.8922431310286	-3.86648859412331	0.289158234432849	11.1111111111111
P49841	GSK3[beta]	0.118941304451681	1.55543264528652	1.6743739497382	1.66354026615147	-3.6466865595998	-3.6466865595998	0	3
P51812	RSK2	0.102178273456147	1.55543264528652	1.65761091874267	1.66186237166809	-3.71704191104861	-3.71704191104861	0	6
